#,id,condition_text,else_text,end_line,parse_mode,program_id,raw_snippet,rule_type,start_line,subject_text,then_text,when_text,when_index,is_when_other,evaluate_boolean_mode
5808,5808,OTHER,,125,FULL,1736,"EVALUATE CA-REQUEST-ID
    WHEN OTHER MOVE '99' TO CA-RETURN-CODE
END-EVALUATE",EVALUATE,123,CA-REQUEST-ID,MOVE '99' TO CA-RETURN-CODE,OTHER,4,true,false
5809,5809,SQLCODE = 0,,138,FULL,1736,"EVALUATE SQLCODE
    When 0 MOVE '00' TO CA-RETURN-CODE
END-EVALUATE",EVALUATE,136,SQLCODE,MOVE '00' TO CA-RETURN-CODE,SQLCODE = 0,0,false,false
5810,5810,SQLCODE = -530,,142,FULL,1736,"EVALUATE SQLCODE
    When -530 MOVE '70' TO CA-RETURN-CODE PERFORM WRITE-ERROR-MESSAGE DISPLAY ""EXEC_BLOCK_STUB""
END-EVALUATE",EVALUATE,138,SQLCODE,"MOVE '70' TO CA-RETURN-CODE PERFORM WRITE-ERROR-MESSAGE DISPLAY ""EXEC_BLOCK_STUB""",SQLCODE = -530,1,false,false
5811,5811,OTHER,,146,FULL,1736,"EVALUATE SQLCODE
    When Other MOVE '90' TO CA-RETURN-CODE PERFORM WRITE-ERROR-MESSAGE DISPLAY ""EXEC_BLOCK_STUB""
END-EVALUATE",EVALUATE,142,SQLCODE,"MOVE '90' TO CA-RETURN-CODE PERFORM WRITE-ERROR-MESSAGE DISPLAY ""EXEC_BLOCK_STUB""",OTHER,2,true,false
5812,5812,WS-VARY-LEN IS GREATER THAN ZERO,"DISPLAY ""EXEC_BLOCK_STUB""",164,FULL,1736,"IF WS-VARY-LEN IS GREATER THAN ZERO
       MOVE CA-E-PADDING-DATA
           TO WS-VARY-CHAR
DISPLAY ""EXEC_BLOCK_STUB""
    ELSE
DISPLAY ""EXEC_BLOCK_STUB""
    END-IF",IF,158,,"MOVE CA-E-PADDING-DATA TO WS-VARY-CHAR DISPLAY ""EXEC_BLOCK_STUB""",,,,
5813,5813,SQLCODE NOT EQUAL 0,,170,FULL,1736,"IF SQLCODE NOT EQUAL 0
      MOVE '90' TO CA-RETURN-CODE
      PERFORM WRITE-ERROR-MESSAGE
DISPLAY ""EXEC_BLOCK_STUB""
DISPLAY ""EXEC_BLOCK_STUB""
    END-IF",IF,165,,"MOVE '90' TO CA-RETURN-CODE PERFORM WRITE-ERROR-MESSAGE DISPLAY ""EXEC_BLOCK_STUB"" DISPLAY ""EXEC_BLOCK_STUB""",,,,
5814,5814,SQLCODE NOT EQUAL 0,,182,FULL,1736,"IF SQLCODE NOT EQUAL 0
      MOVE '90' TO CA-RETURN-CODE
      PERFORM WRITE-ERROR-MESSAGE
DISPLAY ""EXEC_BLOCK_STUB""
DISPLAY ""EXEC_BLOCK_STUB""
    END-IF",IF,177,,"MOVE '90' TO CA-RETURN-CODE PERFORM WRITE-ERROR-MESSAGE DISPLAY ""EXEC_BLOCK_STUB"" DISPLAY ""EXEC_BLOCK_STUB""",,,,
5815,5815,SQLCODE NOT EQUAL 0,,196,FULL,1736,"IF SQLCODE NOT EQUAL 0
      MOVE '90' TO CA-RETURN-CODE
      PERFORM WRITE-ERROR-MESSAGE
DISPLAY ""EXEC_BLOCK_STUB""
DISPLAY ""EXEC_BLOCK_STUB""
    END-IF",IF,191,,"MOVE '90' TO CA-RETURN-CODE PERFORM WRITE-ERROR-MESSAGE DISPLAY ""EXEC_BLOCK_STUB"" DISPLAY ""EXEC_BLOCK_STUB""",,,,
5816,5816,SQLCODE NOT EQUAL 0,,215,FULL,1736,"IF SQLCODE NOT EQUAL 0
      MOVE '90' TO CA-RETURN-CODE
      PERFORM WRITE-ERROR-MESSAGE
DISPLAY ""EXEC_BLOCK_STUB""
DISPLAY ""EXEC_BLOCK_STUB""
    END-IF",IF,210,,"MOVE '90' TO CA-RETURN-CODE PERFORM WRITE-ERROR-MESSAGE DISPLAY ""EXEC_BLOCK_STUB"" DISPLAY ""EXEC_BLOCK_STUB""",,,,
5817,5817,EIBCALEN > 0,,232,FULL,1736,"IF EIBCALEN > 0 THEN
      IF EIBCALEN < 91 THEN
        MOVE DFHCOMMAREA TO CA-DATA
DISPLAY ""EXEC_BLOCK_STUB""
      ELSE
        MOVE DFHCOMMAREA TO CA-DATA
DISPLAY ""EXEC_BLOCK_STUB""
      END-IF
    END-IF",IF,224,,"IF EIBCALEN < 91 THEN MOVE DFHCOMMAREA TO CA-DATA DISPLAY ""EXEC_BLOCK_STUB"" ELSE MOVE DFHCOMMAREA TO CA-DATA DISPLAY ""EXEC_BLOCK_STUB"" END-IF",,,,
5818,5818,EIBCALEN < 91,"MOVE DFHCOMMAREA TO CA-DATA DISPLAY ""EXEC_BLOCK_STUB""",231,FULL,1736,"IF EIBCALEN < 91 THEN
        MOVE DFHCOMMAREA TO CA-DATA
DISPLAY ""EXEC_BLOCK_STUB""
      ELSE
        MOVE DFHCOMMAREA TO CA-DATA
DISPLAY ""EXEC_BLOCK_STUB""
      END-IF",IF,225,,"MOVE DFHCOMMAREA TO CA-DATA DISPLAY ""EXEC_BLOCK_STUB""",,,,
5819,5819,EIBCALEN IS EQUAL TO ZERO,,50,FULL,1737,"IF EIBCALEN IS EQUAL TO ZERO
        MOVE ' NO COMMAREA RECEIVED' TO EM-VARIABLE
        PERFORM WRITE-ERROR-MESSAGE
DISPLAY ""EXEC_BLOCK_STUB""
    END-IF",IF,46,,"MOVE ' NO COMMAREA RECEIVED' TO EM-VARIABLE PERFORM WRITE-ERROR-MESSAGE DISPLAY ""EXEC_BLOCK_STUB""",,,,
5820,5820,EIBCALEN IS LESS THAN WS-REQUIRED-CA-LEN,,60,FULL,1737,"IF EIBCALEN IS LESS THAN WS-REQUIRED-CA-LEN
      MOVE '98' TO CA-RETURN-CODE
DISPLAY ""EXEC_BLOCK_STUB""
    END-IF",IF,57,,"MOVE '98' TO CA-RETURN-CODE DISPLAY ""EXEC_BLOCK_STUB""",,,,
5821,5821,SQLCODE = 0,,73,FULL,1737,"EVALUATE SQLCODE
    When 0 MOVE '00' TO CA-RETURN-CODE
END-EVALUATE",EVALUATE,71,SQLCODE,MOVE '00' TO CA-RETURN-CODE,SQLCODE = 0,0,false,false
5822,5822,SQLCODE = 100,,75,FULL,1737,"EVALUATE SQLCODE
    When 100 MOVE '01' TO CA-RETURN-CODE
END-EVALUATE",EVALUATE,73,SQLCODE,MOVE '01' TO CA-RETURN-CODE,SQLCODE = 100,1,false,false
5823,5823,SQLCODE = -913,,77,FULL,1737,"EVALUATE SQLCODE
    When -913 MOVE '01' TO CA-RETURN-CODE
END-EVALUATE",EVALUATE,75,SQLCODE,MOVE '01' TO CA-RETURN-CODE,SQLCODE = -913,2,false,false
5824,5824,OTHER,,81,FULL,1737,"EVALUATE SQLCODE
    When Other MOVE '90' TO CA-RETURN-CODE PERFORM WRITE-ERROR-MESSAGE DISPLAY ""EXEC_BLOCK_STUB""
END-EVALUATE",EVALUATE,77,SQLCODE,"MOVE '90' TO CA-RETURN-CODE PERFORM WRITE-ERROR-MESSAGE DISPLAY ""EXEC_BLOCK_STUB""",OTHER,3,true,false
5825,5825,EIBCALEN > 0,,98,FULL,1737,"IF EIBCALEN > 0 THEN
      IF EIBCALEN < 91 THEN
        MOVE DFHCOMMAREA TO CA-DATA
DISPLAY ""EXEC_BLOCK_STUB""
      ELSE
        MOVE DFHCOMMAREA TO CA-DATA
DISPLAY ""EXEC_BLOCK_STUB""
      END-IF
    END-IF",IF,90,,"IF EIBCALEN < 91 THEN MOVE DFHCOMMAREA TO CA-DATA DISPLAY ""EXEC_BLOCK_STUB"" ELSE MOVE DFHCOMMAREA TO CA-DATA DISPLAY ""EXEC_BLOCK_STUB"" END-IF",,,,
5826,5826,EIBCALEN < 91,"MOVE DFHCOMMAREA TO CA-DATA DISPLAY ""EXEC_BLOCK_STUB""",97,FULL,1737,"IF EIBCALEN < 91 THEN
        MOVE DFHCOMMAREA TO CA-DATA
DISPLAY ""EXEC_BLOCK_STUB""
      ELSE
        MOVE DFHCOMMAREA TO CA-DATA
DISPLAY ""EXEC_BLOCK_STUB""
      END-IF",IF,91,,"MOVE DFHCOMMAREA TO CA-DATA DISPLAY ""EXEC_BLOCK_STUB""",,,,
5827,5827,WS-RESP Not = DFHRESP,,47,FULL,1738,"If WS-RESP Not = DFHRESP
      Move EIBRESP2 To WS-RESP2
      MOVE '81' TO CA-RETURN-CODE
      PERFORM WRITE-ERROR-MESSAGE
DISPLAY ""EXEC_BLOCK_STUB""
DISPLAY ""EXEC_BLOCK_STUB""
    End-If",IF,41,,"Move EIBRESP2 To WS-RESP2 MOVE '81' TO CA-RETURN-CODE PERFORM WRITE-ERROR-MESSAGE DISPLAY ""EXEC_BLOCK_STUB"" DISPLAY ""EXEC_BLOCK_STUB""",,,,
5828,5828,WS-RESP Not = DFHRESP,,55,FULL,1738,"If WS-RESP Not = DFHRESP
      Move EIBRESP2 To WS-RESP2
      MOVE '82' TO CA-RETURN-CODE
      PERFORM WRITE-ERROR-MESSAGE
DISPLAY ""EXEC_BLOCK_STUB""
DISPLAY ""EXEC_BLOCK_STUB""
    End-If",IF,49,,"Move EIBRESP2 To WS-RESP2 MOVE '82' TO CA-RETURN-CODE PERFORM WRITE-ERROR-MESSAGE DISPLAY ""EXEC_BLOCK_STUB"" DISPLAY ""EXEC_BLOCK_STUB""",,,,
5829,5829,EIBCALEN > 0,,76,FULL,1738,"IF EIBCALEN > 0 THEN
      IF EIBCALEN < 91 THEN
        MOVE DFHCOMMAREA TO CA-DATA
DISPLAY ""EXEC_BLOCK_STUB""
      ELSE
        MOVE DFHCOMMAREA TO CA-DATA
DISPLAY ""EXEC_BLOCK_STUB""
      END-IF
    END-IF",IF,68,,"IF EIBCALEN < 91 THEN MOVE DFHCOMMAREA TO CA-DATA DISPLAY ""EXEC_BLOCK_STUB"" ELSE MOVE DFHCOMMAREA TO CA-DATA DISPLAY ""EXEC_BLOCK_STUB"" END-IF",,,,
5830,5830,EIBCALEN < 91,"MOVE DFHCOMMAREA TO CA-DATA DISPLAY ""EXEC_BLOCK_STUB""",75,FULL,1738,"IF EIBCALEN < 91 THEN
        MOVE DFHCOMMAREA TO CA-DATA
DISPLAY ""EXEC_BLOCK_STUB""
      ELSE
        MOVE DFHCOMMAREA TO CA-DATA
DISPLAY ""EXEC_BLOCK_STUB""
      END-IF",IF,69,,"MOVE DFHCOMMAREA TO CA-DATA DISPLAY ""EXEC_BLOCK_STUB""",,,,
5831,5831,EIBCALEN IS EQUAL TO ZERO,,48,FULL,1739,"IF EIBCALEN IS EQUAL TO ZERO
        MOVE ' NO COMMAREA RECEIVED' TO EM-VARIABLE
        PERFORM WRITE-ERROR-MESSAGE
DISPLAY ""EXEC_BLOCK_STUB""
    END-IF",IF,44,,"MOVE ' NO COMMAREA RECEIVED' TO EM-VARIABLE PERFORM WRITE-ERROR-MESSAGE DISPLAY ""EXEC_BLOCK_STUB""",,,,
5832,5832,CA-REQUEST-ID = '01UEND',,60,FULL,1739,"EVALUATE CA-REQUEST-ID
    WHEN '01UEND' ADD WS-CA-HEADER-LEN TO WS-REQUIRED-CA-LEN ADD WS-FULL-ENDOW-LEN TO WS-REQUIRED-CA-LEN IF EIBCALEN IS LESS THAN WS-REQUIRED-CA-LEN MOVE '98' TO CA-RETURN-CODE DISPLAY ""EXEC_BLOCK_STUB"" END-IF
END-EVALUATE",EVALUATE,53,CA-REQUEST-ID,"ADD WS-CA-HEADER-LEN TO WS-REQUIRED-CA-LEN ADD WS-FULL-ENDOW-LEN TO WS-REQUIRED-CA-LEN IF EIBCALEN IS LESS THAN WS-REQUIRED-CA-LEN MOVE '98' TO CA-RETURN-CODE DISPLAY ""EXEC_BLOCK_STUB"" END-IF",CA-REQUEST-ID = '01UEND',0,false,false
5833,5833,CA-REQUEST-ID = '01UHOU',,67,FULL,1739,"EVALUATE CA-REQUEST-ID
    WHEN '01UHOU' ADD WS-CA-HEADER-LEN TO WS-REQUIRED-CA-LEN ADD WS-FULL-HOUSE-LEN TO WS-REQUIRED-CA-LEN IF EIBCALEN IS LESS THAN WS-REQUIRED-CA-LEN MOVE '98' TO CA-RETURN-CODE DISPLAY ""EXEC_BLOCK_STUB"" END-IF
END-EVALUATE",EVALUATE,60,CA-REQUEST-ID,"ADD WS-CA-HEADER-LEN TO WS-REQUIRED-CA-LEN ADD WS-FULL-HOUSE-LEN TO WS-REQUIRED-CA-LEN IF EIBCALEN IS LESS THAN WS-REQUIRED-CA-LEN MOVE '98' TO CA-RETURN-CODE DISPLAY ""EXEC_BLOCK_STUB"" END-IF",CA-REQUEST-ID = '01UHOU',1,false,false
5834,5834,CA-REQUEST-ID = '01UMOT',,74,FULL,1739,"EVALUATE CA-REQUEST-ID
    WHEN '01UMOT' ADD WS-CA-HEADER-LEN TO WS-REQUIRED-CA-LEN ADD WS-FULL-MOTOR-LEN TO WS-REQUIRED-CA-LEN IF EIBCALEN IS LESS THAN WS-REQUIRED-CA-LEN MOVE '98' TO CA-RETURN-CODE DISPLAY ""EXEC_BLOCK_STUB"" END-IF
END-EVALUATE",EVALUATE,67,CA-REQUEST-ID,"ADD WS-CA-HEADER-LEN TO WS-REQUIRED-CA-LEN ADD WS-FULL-MOTOR-LEN TO WS-REQUIRED-CA-LEN IF EIBCALEN IS LESS THAN WS-REQUIRED-CA-LEN MOVE '98' TO CA-RETURN-CODE DISPLAY ""EXEC_BLOCK_STUB"" END-IF",CA-REQUEST-ID = '01UMOT',2,false,false
5835,5835,OTHER,,76,FULL,1739,"EVALUATE CA-REQUEST-ID
    WHEN OTHER MOVE '99' TO CA-RETURN-CODE
END-EVALUATE",EVALUATE,74,CA-REQUEST-ID,MOVE '99' TO CA-RETURN-CODE,OTHER,3,true,false
5836,5836,EIBCALEN IS LESS THAN WS-REQUIRED-CA-LEN,,59,FULL,1739,"IF EIBCALEN IS LESS THAN WS-REQUIRED-CA-LEN
          MOVE '98' TO CA-RETURN-CODE
DISPLAY ""EXEC_BLOCK_STUB""
        END-IF",IF,56,,"MOVE '98' TO CA-RETURN-CODE DISPLAY ""EXEC_BLOCK_STUB""",,,,
5837,5837,EIBCALEN IS LESS THAN WS-REQUIRED-CA-LEN,,66,FULL,1739,"IF EIBCALEN IS LESS THAN WS-REQUIRED-CA-LEN
          MOVE '98' TO CA-RETURN-CODE
DISPLAY ""EXEC_BLOCK_STUB""
        END-IF",IF,63,,"MOVE '98' TO CA-RETURN-CODE DISPLAY ""EXEC_BLOCK_STUB""",,,,
5838,5838,EIBCALEN IS LESS THAN WS-REQUIRED-CA-LEN,,73,FULL,1739,"IF EIBCALEN IS LESS THAN WS-REQUIRED-CA-LEN
          MOVE '98' TO CA-RETURN-CODE
DISPLAY ""EXEC_BLOCK_STUB""
        END-IF",IF,70,,"MOVE '98' TO CA-RETURN-CODE DISPLAY ""EXEC_BLOCK_STUB""",,,,
5839,5839,EIBCALEN > 0,,99,FULL,1739,"IF EIBCALEN > 0 THEN
      IF EIBCALEN < 91 THEN
        MOVE DFHCOMMAREA TO CA-DATA
DISPLAY ""EXEC_BLOCK_STUB""
      ELSE
        MOVE DFHCOMMAREA TO CA-DATA
DISPLAY ""EXEC_BLOCK_STUB""
      END-IF
    END-IF",IF,91,,"IF EIBCALEN < 91 THEN MOVE DFHCOMMAREA TO CA-DATA DISPLAY ""EXEC_BLOCK_STUB"" ELSE MOVE DFHCOMMAREA TO CA-DATA DISPLAY ""EXEC_BLOCK_STUB"" END-IF",,,,
5840,5840,EIBCALEN < 91,"MOVE DFHCOMMAREA TO CA-DATA DISPLAY ""EXEC_BLOCK_STUB""",98,FULL,1739,"IF EIBCALEN < 91 THEN
        MOVE DFHCOMMAREA TO CA-DATA
DISPLAY ""EXEC_BLOCK_STUB""
      ELSE
        MOVE DFHCOMMAREA TO CA-DATA
DISPLAY ""EXEC_BLOCK_STUB""
      END-IF",IF,92,,"MOVE DFHCOMMAREA TO CA-DATA DISPLAY ""EXEC_BLOCK_STUB""",,,,
5841,5841,EIBCALEN > 0,,13,FULL,1740,"IF EIBCALEN > 0
       GO TO A-GAIN",IF,12,,GO TO A-GAIN,,,,
5842,5842,ENP2OPTO = '1',,44,FULL,1740,"EVALUATE ENP2OPTO
    WHEN '1' Move '01IEND' To CA-REQUEST-ID Move ENP2CNOO To CA-CUSTOMER-NUM Move ENP2PNOO To CA-POLICY-NUM DISPLAY ""EXEC_BLOCK_STUB"" IF CA-RETURN-CODE > 0 GO TO NO-DATA END-IF Move CA-ISSUE-DATE To ENP2IDAI Move CA-EXPIRY-DATE To ENP2EDAI Move CA-E-FUND-NAME To ENP2FNMI Move CA-E-TERM To ENP2TERI Move CA-E-SUM-ASSURED To ENP2SUMI Move CA-E-LIFE-ASSURED To ENP2LIFI Move CA-E-WITH-PROFITS To ENP2WPRI Move CA-E-MANAGED-FUND To ENP2MANI Move CA-E-EQUITIES To ENP2EQUI DISPLAY ""EXEC_BLOCK_STUB"" GO TO ENDIT-STARTIT
END-EVALUATE",EVALUATE,25,ENP2OPTO,"Move '01IEND' To CA-REQUEST-ID Move ENP2CNOO To CA-CUSTOMER-NUM Move ENP2PNOO To CA-POLICY-NUM DISPLAY ""EXEC_BLOCK_STUB"" IF CA-RETURN-CODE > 0 GO TO NO-DATA END-IF Move CA-ISSUE-DATE To ENP2IDAI Move CA-EXPIRY-DATE To ENP2EDAI Move CA-E-FUND-NAME To ENP2FNMI Move CA-E-TERM To ENP2TERI Move CA-E-SUM-ASSURED To ENP2SUMI Move CA-E-LIFE-ASSURED To ENP2LIFI Move CA-E-WITH-PROFITS To ENP2WPRI Move CA-E-MANAGED-FUND To ENP2MANI Move CA-E-EQUITIES To ENP2EQUI DISPLAY ""EXEC_BLOCK_STUB"" GO TO ENDIT-STARTIT",ENP2OPTO = '1',0,false,false
5843,5843,ENP2OPTO = '2',,72,FULL,1740,"EVALUATE ENP2OPTO
    WHEN '2' Move '01AEND' To CA-REQUEST-ID Move ENP2CNOI To CA-CUSTOMER-NUM Move 0 To CA-PAYMENT Move 0 To CA-BROKERID Move ' ' To CA-BROKERSREF Move ENP2IDAI To CA-ISSUE-DATE Move ENP2EDAI To CA-EXPIRY-DATE Move ENP2FNMI To CA-E-FUND-NAME Move ENP2TERI To CA-E-TERM Move ENP2SUMI To CA-E-SUM-ASSURED Move ENP2LIFI To CA-E-LIFE-ASSURED Move ENP2WPRI To CA-E-WITH-PROFITS Move ENP2MANI To CA-E-MANAGED-FUND Move ENP2EQUI To CA-E-EQUITIES DISPLAY ""EXEC_BLOCK_STUB"" IF CA-RETURN-CODE > 0 DISPLAY ""EXEC_BLOCK_STUB"" GO TO NO-ADD END-IF Move CA-CUSTOMER-NUM To ENP2CNOI Move CA-POLICY-NUM To ENP2PNOI Move CA-E-FUND-NAME To ENP2FNMI Move ' ' To ENP2OPTI Move 'New Life Policy Inserted' To ERP2FLDO DISPLAY ""EXEC_BLOCK_STUB"" GO TO ENDIT-STARTIT
END-EVALUATE",EVALUATE,44,ENP2OPTO,"Move '01AEND' To CA-REQUEST-ID Move ENP2CNOI To CA-CUSTOMER-NUM Move 0 To CA-PAYMENT Move 0 To CA-BROKERID Move ' ' To CA-BROKERSREF Move ENP2IDAI To CA-ISSUE-DATE Move ENP2EDAI To CA-EXPIRY-DATE Move ENP2FNMI To CA-E-FUND-NAME Move ENP2TERI To CA-E-TERM Move ENP2SUMI To CA-E-SUM-ASSURED Move ENP2LIFI To CA-E-LIFE-ASSURED Move ENP2WPRI To CA-E-WITH-PROFITS Move ENP2MANI To CA-E-MANAGED-FUND Move ENP2EQUI To CA-E-EQUITIES DISPLAY ""EXEC_BLOCK_STUB"" IF CA-RETURN-CODE > 0 DISPLAY ""EXEC_BLOCK_STUB"" GO TO NO-ADD END-IF Move CA-CUSTOMER-NUM To ENP2CNOI Move CA-POLICY-NUM To ENP2PNOI Move CA-E-FUND-NAME To ENP2FNMI Move ' ' To ENP2OPTI Move 'New Life Policy Inserted' To ERP2FLDO DISPLAY ""EXEC_BLOCK_STUB"" GO TO ENDIT-STARTIT",ENP2OPTO = '2',1,false,false
5844,5844,ENP2OPTO = '3',,94,FULL,1740,"EVALUATE ENP2OPTO
    WHEN '3' Move '01DEND' To CA-REQUEST-ID Move ENP2CNOO To CA-CUSTOMER-NUM Move ENP2PNOO To CA-POLICY-NUM DISPLAY ""EXEC_BLOCK_STUB"" IF CA-RETURN-CODE > 0 DISPLAY ""EXEC_BLOCK_STUB"" GO TO NO-DELETE END-IF Move Spaces To ENP2IDAI Move Spaces To ENP2EDAI Move Spaces To ENP2FNMI Move Spaces To ENP2TERI Move Spaces To ENP2SUMI Move Spaces To ENP2LIFI Move Spaces To ENP2WPRI Move Spaces To ENP2MANI Move Spaces To ENP2EQUI Move 'Life Policy Deleted' To ERP2FLDO DISPLAY ""EXEC_BLOCK_STUB"" GO TO ENDIT-STARTIT
END-EVALUATE",EVALUATE,72,ENP2OPTO,"Move '01DEND' To CA-REQUEST-ID Move ENP2CNOO To CA-CUSTOMER-NUM Move ENP2PNOO To CA-POLICY-NUM DISPLAY ""EXEC_BLOCK_STUB"" IF CA-RETURN-CODE > 0 DISPLAY ""EXEC_BLOCK_STUB"" GO TO NO-DELETE END-IF Move Spaces To ENP2IDAI Move Spaces To ENP2EDAI Move Spaces To ENP2FNMI Move Spaces To ENP2TERI Move Spaces To ENP2SUMI Move Spaces To ENP2LIFI Move Spaces To ENP2WPRI Move Spaces To ENP2MANI Move Spaces To ENP2EQUI Move 'Life Policy Deleted' To ERP2FLDO DISPLAY ""EXEC_BLOCK_STUB"" GO TO ENDIT-STARTIT",ENP2OPTO = '3',2,false,false
5845,5845,ENP2OPTO = '4',,138,FULL,1740,"EVALUATE ENP2OPTO
    WHEN '4' Move '01IEND' To CA-REQUEST-ID Move ENP2CNOO To CA-CUSTOMER-NUM Move ENP2PNOO To CA-POLICY-NUM DISPLAY ""EXEC_BLOCK_STUB"" IF CA-RETURN-CODE > 0 GO TO NO-DATA END-IF Move CA-ISSUE-DATE To ENP2IDAI Move CA-EXPIRY-DATE To ENP2EDAI Move CA-E-FUND-NAME To ENP2FNMI Move CA-E-TERM To ENP2TERI Move CA-E-SUM-ASSURED To ENP2SUMI Move CA-E-LIFE-ASSURED To ENP2LIFI Move CA-E-WITH-PROFITS To ENP2WPRI Move CA-E-MANAGED-FUND To ENP2MANI Move CA-E-EQUITIES To ENP2EQUI DISPLAY ""EXEC_BLOCK_STUB"" DISPLAY ""EXEC_BLOCK_STUB"" Move '01UEND' To CA-REQUEST-ID Move ENP2CNOI To CA-CUSTOMER-NUM Move 0 To CA-PAYMENT Move 0 To CA-BROKERID Move ' ' To CA-BROKERSREF Move ENP2IDAI To CA-ISSUE-DATE Move ENP2EDAI To CA-EXPIRY-DATE Move ENP2FNMI To CA-E-FUND-NAME Move ENP2TERI To CA-E-TERM Move ENP2SUMI To CA-E-SUM-ASSURED Move ENP2LIFI To CA-E-LIFE-ASSURED Move ENP2WPRI To CA-E-WITH-PROFITS Move ENP2MANI To CA-E-MANAGED-FUND Move ENP2EQUI To CA-E-EQUITIES DISPLAY ""EXEC_BLOCK_STUB"" IF CA-RETURN-CODE > 0 GO TO NO-UPD END-IF Move CA-CUSTOMER-NUM To ENP2CNOI Move CA-POLICY-NUM To ENP2PNOI Move ' ' To ENP2OPTI Move 'Life Policy Updated' To ERP2FLDO DISPLAY ""EXEC_BLOCK_STUB"" GO TO ENDIT-STARTIT
END-EVALUATE",EVALUATE,94,ENP2OPTO,"Move '01IEND' To CA-REQUEST-ID Move ENP2CNOO To CA-CUSTOMER-NUM Move ENP2PNOO To CA-POLICY-NUM DISPLAY ""EXEC_BLOCK_STUB"" IF CA-RETURN-CODE > 0 GO TO NO-DATA END-IF Move CA-ISSUE-DATE To ENP2IDAI Move CA-EXPIRY-DATE To ENP2EDAI Move CA-E-FUND-NAME To ENP2FNMI Move CA-E-TERM To ENP2TERI Move CA-E-SUM-ASSURED To ENP2SUMI Move CA-E-LIFE-ASSURED To ENP2LIFI Move CA-E-WITH-PROFITS To ENP2WPRI Move CA-E-MANAGED-FUND To ENP2MANI Move CA-E-EQUITIES To ENP2EQUI DISPLAY ""EXEC_BLOCK_STUB"" DISPLAY ""EXEC_BLOCK_STUB"" Move '01UEND' To CA-REQUEST-ID Move ENP2CNOI To CA-CUSTOMER-NUM Move 0 To CA-PAYMENT Move 0 To CA-BROKERID Move ' ' To CA-BROKERSREF Move ENP2IDAI To CA-ISSUE-DATE Move ENP2EDAI To CA-EXPIRY-DATE Move ENP2FNMI To CA-E-FUND-NAME Move ENP2TERI To CA-E-TERM Move ENP2SUMI To CA-E-SUM-ASSURED Move ENP2LIFI To CA-E-LIFE-ASSURED Move ENP2WPRI To CA-E-WITH-PROFITS Move ENP2MANI To CA-E-MANAGED-FUND Move ENP2EQUI To CA-E-EQUITIES DISPLAY ""EXEC_BLOCK_STUB"" IF CA-RETURN-CODE > 0 GO TO NO-UPD END-IF Move CA-CUSTOMER-NUM To ENP2CNOI Move CA-POLICY-NUM To ENP2PNOI Move ' ' To ENP2OPTI Move 'Life Policy Updated' To ERP2FLDO DISPLAY ""EXEC_BLOCK_STUB"" GO TO ENDIT-STARTIT",ENP2OPTO = '4',3,false,false
5846,5846,OTHER,,144,FULL,1740,"EVALUATE ENP2OPTO
    WHEN OTHER Move 'Please enter a valid option' To ERP2FLDO Move -1 To ENP2OPTL DISPLAY ""EXEC_BLOCK_STUB"" GO TO ENDIT-STARTIT
END-EVALUATE",EVALUATE,138,ENP2OPTO,"Move 'Please enter a valid option' To ERP2FLDO Move -1 To ENP2OPTL DISPLAY ""EXEC_BLOCK_STUB"" GO TO ENDIT-STARTIT",OTHER,4,true,false
5847,5847,CA-RETURN-CODE > 0,,32,FULL,1740,"IF CA-RETURN-CODE > 0
            GO TO NO-DATA
          END-IF",IF,30,,GO TO NO-DATA,,,,
5848,5848,CA-RETURN-CODE > 0,,63,FULL,1740,"IF CA-RETURN-CODE > 0
DISPLAY ""EXEC_BLOCK_STUB""
            GO TO NO-ADD
          END-IF",IF,60,,"DISPLAY ""EXEC_BLOCK_STUB"" GO TO NO-ADD",,,,
5849,5849,CA-RETURN-CODE > 0,,80,FULL,1740,"IF CA-RETURN-CODE > 0
DISPLAY ""EXEC_BLOCK_STUB""
            GO TO NO-DELETE
          END-IF",IF,77,,"DISPLAY ""EXEC_BLOCK_STUB"" GO TO NO-DELETE",,,,
5850,5850,CA-RETURN-CODE > 0,,101,FULL,1740,"IF CA-RETURN-CODE > 0
            GO TO NO-DATA
          END-IF",IF,99,,GO TO NO-DATA,,,,
5851,5851,CA-RETURN-CODE > 0,,130,FULL,1740,"IF CA-RETURN-CODE > 0
            GO TO NO-UPD
          END-IF",IF,128,,GO TO NO-UPD,,,,
5852,5852,CA-RETURN-CODE = 70,,160,FULL,1740,"EVALUATE CA-RETURN-CODE
    When 70 Move 'Customer does not exist' To ERP1FLDO Go To ERROR-OUT
END-EVALUATE",EVALUATE,157,CA-RETURN-CODE,Move 'Customer does not exist' To ERP1FLDO Go To ERROR-OUT,CA-RETURN-CODE = 70,0,false,false
5853,5853,OTHER,,163,FULL,1740,"EVALUATE CA-RETURN-CODE
    When Other Move 'Error Adding Life Policy' To ERP1FLDO Go To ERROR-OUT
END-EVALUATE",EVALUATE,160,CA-RETURN-CODE,Move 'Error Adding Life Policy' To ERP1FLDO Go To ERROR-OUT,OTHER,1,true,false
5854,5854,EIBCALEN > 0,,13,FULL,1741,"IF EIBCALEN > 0
       GO TO A-GAIN",IF,12,,GO TO A-GAIN,,,,
