language,filename,blank,comment,code,"github.com/AlDanial/cloc v 1.92  T=0.11 s (1127.4 files/s, 185155.1 lines/s)"
COBOL,COBSOFT/cpy/CSF01300.cpy,3,0,14
COBOL,COBSOFT/cpy/CSS00300.cpy,3,0,14
COBOL,COBSOFT/cpy/CSS00400.cpy,0,0,14
COBOL,COBSOFT/cpy/CSS00500.cpy,4,0,14
COBOL,COBSOFT/cpy/CSC00903.cpy,11,2,13
COBOL,COBSOFT/cpy/CSS00200.cpy,3,0,13
Markdown,COBSOFT/README.md,10,0,11
COBOL,COBSOFT/cpy/CSF00100.cpy,4,0,11
COBOL,COBSOFT/cpy/CSS01400.cpy,4,0,11
COBOL,COBSOFT/cpy/CSS00700.cpy,3,0,10
COBOL,COBSOFT/cpy/CSS01100.cpy,0,0,10
COBOL,COBSOFT/cpy/CSS01200.cpy,4,0,10
COBOL,COBSOFT/cpy/CSS01300.cpy,4,0,10
COBOL,COBSOFT/cpy/CSF00300.cpy,4,0,9
COBOL,COBSOFT/cpy/CSF02100.cpy,5,0,9
COBOL,COBSOFT/cpy/CSS00800.cpy,3,0,9
COBOL,COBSOFT/cpy/CSS00900.cpy,0,0,9
COBOL,COBSOFT/cpy/CSS01000.cpy,0,0,9
COBOL,COBSOFT/cpy/CSS01800.cpy,4,0,9
COBOL,COBSOFT/cpy/CSS02100.cpy,4,0,9
COBOL,COBSOFT/cpy/CSS06000.cpy,3,0,9
COBOL,COBSOFT/cpy/CSF00400.cpy,5,0,8
COBOL,COBSOFT/cpy/CSF00500.cpy,4,0,8
COBOL,COBSOFT/cpy/CSF00600.cpy,3,0,8
COBOL,COBSOFT/cpy/CSS02200.cpy,4,0,8
COBOL,COBSOFT/cpy/CSF00200.cpy,5,0,7
COBOL,COBSOFT/cpy/CSF06000.cpy,3,0,7
COBOL,COBSOFT/cpy/CSS00000.cpy,0,0,7
COBOL,COBSOFT/cpy/CSF01000.cpy,1,0,6
COBOL,COBSOFT/cpy/CSF01200.cpy,2,0,6
COBOL,COBSOFT/cpy/CSF02200.cpy,2,0,6
COBOL,COBSOFT/cpy/CSS05000.cpy,3,0,6
COBOL,COBSOFT/cpy/CSS05100.cpy,3,0,6
COBOL,COBSOFT/cpy/CSC00900.cpy,4,0,5
COBOL,COBSOFT/cpy/CSF00900.cpy,3,0,5
COBOL,COBSOFT/cpy/CSF00000.cpy,6,0,4
SUM,,5001,1333,13702
